id,title,url,slug,status_badge,tagline,address,email,phone,description,excerpt,og_description,image,external_links,contact_links,category_ids,category_names,tag_ids,date,modified,scrape_error
7491,Turquoise Turkish Restaurant,https://ummahdirectory.com.au/food-and-beverage/turquoise-turkish-restaurant/,turquoise-turkish-restaurant,,"July 15, 2024","July 15, 2024",,,"Queanbeyan NSW 2620
Authentic Turkish cuisine in the heart of Queanbeyan
Located in Queanbeyan, lies a vibrant Turkish restaurant that is perfect for dinner, takeaway, catering and prefect location for a special event.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932",Queanbeyan NSW 2620 Authentic Turkish cuisine in the heart of Queanbeyan,Queanbeyan NSW 2620 Authentic Turkish cuisine in the heart of Queanbeyan,https://ummahdirectory.com.au/wp-content/uploads/2024/07/TurquoiseTurkishHomePageFront.jpg,"[{""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],"[2080, 1371, 1586]","[""Australian Capital Territory"", ""Food and Beverage"", ""Restaurants & Takeaway""]","[1425, 1424, 1669, 1923]",2024-07-15T22:06:46,2025-07-18T14:54:56,
7421,Our Picks for Restaurants in Melbourne (June 2024),https://ummahdirectory.com.au/uncategorised/our-picks-for-restaurants-in-melbourne-june-2024/,our-picks-for-restaurants-in-melbourne-june-2024,,"June 27, 2024","June 27, 2024",,,"CENTRAL |
Ziyka Restaurant – Carlton
Lively, informal eatery offering traditional Pakistani & Indian halal cuisine in low-key surrounds in the busy Lygon St strip.  Chicken Achari is family favourite.
234-236 Lygon St, Carlton VIC 3053
WEST |
Lux Afghan Kebab
Afghan cuisine for the first time in Werribee. All kebabs are prepared fresh daily and cooked on authentic charcoal. Special Lux Cutlet Steak is a must.
Shop 3/49 Cherry St, Werribee VIC 3030
EAST |
Spice Bazaar Uyghur Restaurant
Authentic Uyghur cuisine in the heart of Balwyn North with freshly-made skewers, hand pulled noodles and more.
68 Doncaster Rd, Balwyn North VIC 3104
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","CENTRAL | Ziyka Restaurant – Carlton Lively, informal eatery offering traditional Pakistani & Indian halal cuisine in low-key surrounds in the busy Lygon St strip. Chicken Achari is family favourite. 234-236 Lygon St, Carlton VIC 3053 WEST | Lux Afghan Kebab Afghan cuisine for the first time in Werribee. All kebabs are prepared fresh daily […]","CENTRAL | Ziyka Restaurant – Carlton Lively, informal eatery offering traditional Pakistani & Indian halal cuisine in low-key surrounds in the busy Lygon St strip.  Chicken Achari is family favourite. 234-236 Lygon St, Carlton VIC 3053 WEST | Lux Afghan Kebab Afghan cuisine for the first time in Werribee. All kebabs are prepared fresh daily […]",https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/spice.webp?fit=277%2C262&ssl=1,"[{""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],[97],"[""All""]",[],2024-06-27T17:36:38,2024-06-27T17:37:38,
7253,St Botanical,https://ummahdirectory.com.au/beauticians/st-botanical/,st-botanical,,"We created the STB brand to offer families beautiful, effective personal care products free from harmful ingredients.",Greenvale VIC 3059,info@stbotanical.com,,"Products/Services: A range of products for YOU, YOUR BODY & YOUR BABY that combine natural, naturally derived & organic ingredients to create truly distinctive products that is good for you, the planet and your home
Greenvale VIC 3059
info@stbotanical.com",Greenvale VIC 3059 Natural organic soap and skincare products,Greenvale VIC 3059 Natural organic soap and skincare products,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/botan6-1.jpg?fit=1024%2C683&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.stbotanical.com""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/saint.botanical/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/saint.botanical/""}]","[1569, 1639, 1705, 1873]","[""Beauty"", ""Skincare"", ""Teeth Whitening"", ""Victoria""]","[1707, 1708]",2024-06-20T15:08:03,2024-06-24T12:11:36,
7247,Sarah Mahri Babywearing,https://ummahdirectory.com.au/trades/giftshops/nursery/sarah-mahri-babywearing/,sarah-mahri-babywearing,,Certified baby-wearing consultant with over 10 years experience,Noble Park VIC 3174,smahri.babywearing@gmail.com,0403 117 495,"Certified babywearing educator and consultant with over 10 years experience – offering in home consultations in pregnancy and post partum in Metropolitan Melbourne.
Products/Services: Try on several types of carriers, slings and wraps with expert guidance to find the best fit for your family. Enjoy hands free cuddles in ergonomic and supportive baby carriers which promote bonding, responsiveness, active lifestyle and freedom.
Noble Park VIC 3174
smahri.babywearing@gmail.com
0403 117 495",Noble Park VIC 3174 Certified baby-wearing consultant with over 10 years experience,Noble Park VIC 3174 Certified baby-wearing consultant with over 10 years experience,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/v0560e5e.png?fit=683%2C717&ssl=1,"[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sarahmahri.babywearing""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sarahmahri.babywearing""}]","[1474, 1873]","[""Nursery"", ""Victoria""]","[1473, 1472, 1368, 1510, 1475]",2024-06-20T14:53:57,2024-06-20T14:56:45,
7236,Sugar Cookies by Ash,https://ummahdirectory.com.au/food-and-beverage/sugar-cookies-by-ash/,sugar-cookies-by-ash,,Grazing boxes for your next picnic and house party,Kalkallo VIC 3064,sugarcookies.byash@gmail.com,0452 432 722,"We make custom fondant sugar cookies for all events, these include cookies for weddings, corporate events, parties and more! We also make chunky loaded cookies in various flavours. A cookie business that brings the best of both worlds. Made with love and passion!
Products/Services: Our products are made in house, and we can cater to any event, our services go from themed sugar cookies to edible image cookies. Our chunky loaded cookies are a crowd favourite!
Kalkallo VIC 3064
sugarcookies.byash@gmail.com
0452 432 722",Kalkallo VIC 3064 Custom sugar cookies for your next party or corporate event,Kalkallo VIC 3064 Custom sugar cookies for your next party or corporate event,https://ummahdirectory.com.au/wp-content/uploads/2024/06/sugar5-768x1024.jpeg,"[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sugarcookies.byash""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sugarcookies.byash""}]","[1580, 1371]","[""Cakes & Sweets"", ""Food and Beverage""]","[2098, 1368, 1683]",2024-06-20T14:22:54,2024-06-20T14:22:57,
7224,Boxed Happiness,https://ummahdirectory.com.au/food-and-beverage/boxed-happiness/,boxed-happiness,,Grazing boxes for your next picnic and house party,Werribee South VIC 3030,boxed.happiness@hotmail.com,0478 790 827,"Boxed Happiness specialises in grazing boxes (both savoury and sweet), tables and picnic events.
Products/Services: Grazing box price list:
Small (feeds 1-4) – $70
Medium (feeds 4-7) – $100
Large (feeds 7-12) – $150
Boxes include savoury, sweet and fruit options.
Our savoury boxes include a range of delightful ingredients including soft and hard cheeses, cured meats, marinated olives, Caprese skewers, artisan crackers, fruits, berries, vegetables, nuts, dips and seasonal produce.
Our sweet boxes include a variety of treats such as selected donuts, waffles, croissants, chocolate, cookies, lollies and we’re open to any special requests.
Our fruit boxes are subject to seasonal produce as well as any special requests.
Werribee South VIC 3030
boxed.happiness@hotmail.com
0478 790 827",Werribee South VIC 3030 Grazing boxes for your next picnic and house party,Werribee South VIC 3030 Grazing boxes for your next picnic and house party,https://ummahdirectory.com.au/wp-content/uploads/2024/06/graz6-773x1024.jpeg,"[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/profile.php?id=61555119727892""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/boxed.happiness/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/profile.php?id=61555119727892""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/boxed.happiness/""}]","[1371, 2097]","[""Food and Beverage"", ""Grazing Boxes""]","[1368, 1683, 2096]",2024-06-20T14:08:01,2024-06-20T14:11:13,
7207,Lahori Gate Restaurant ,https://ummahdirectory.com.au/food-and-beverage/lahori-gate-restaurant/,lahori-gate-restaurant,,,"4/1 Weetangera Place, Weetangera ACT 2614",lahorigatewt@gmail.com,(02) 6128 0760,,Weetangera ACT 2614 Traditional Pakistani cuisine located in the west of Canberra,Weetangera ACT 2614 Traditional Pakistani cuisine located in the west of Canberra,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/Screenshot-2024-06-19-225038.png?fit=670%2C346&ssl=1,"[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/lahori.gate.canberra/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/lahori.gate.canberra/""}]","[2080, 1371, 1586]","[""Australian Capital Territory"", ""Food and Beverage"", ""Restaurants & Takeaway""]","[2072, 1422, 2094, 2095]",2024-06-20T13:56:58,2024-06-22T13:44:32,
7194,Linda’s Baklawa,https://ummahdirectory.com.au/food-and-beverage/lindas-baklawa/,lindas-baklawa,,Made to order traditional Lebanese baklawa baked by a local home kitchen in Canberra,Isabella Plains ACT 2905,lindasbaklawa@hotmail.com,lindasbaklawa@hotmail.com,"Made to order traditional Lebanese baklawa baked by a local home kitchen located in Isabella Plains in Canberra. Acknowledged by ABC Canberra in 2020, Linda Sharif Berjaoui often sets up stalls during religious festivals.
Isabella Plains ACT 2905
lindasbaklawa@hotmail.com",Isabella Plains ACT 2905 Made to order traditional Lebanese baklawa in Canberra.,Isabella Plains ACT 2905 Made to order traditional Lebanese baklawa in Canberra.,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/Screenshot-2024-06-17-160516.png?fit=1081%2C748&ssl=1,"[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/LindasBaklawa""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/lindasbaklawa/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/LindasBaklawa""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/lindasbaklawa/""}]","[2080, 1580, 1371, 1586]","[""Australian Capital Territory"", ""Cakes & Sweets"", ""Food and Beverage"", ""Restaurants & Takeaway""]","[2072, 2092, 1516, 2091, 1683]",2024-06-20T13:46:40,2024-06-20T13:46:42,
7183,Mocktails.co,https://ummahdirectory.com.au/event-planning/mocktails-co/,mocktails-co,Ummah Partner,Assortment of curated mocktails for your next event or function,Melbourne VIC 3000,,,"from your vision, to our creation ✧°｡⋆
— styling & setups for all events
— 100% alcohol free
Melbourne VIC 3000",Melbourne VIC 3000 Assortment of curated mocktails for your next event or function,Melbourne VIC 3000 Assortment of curated mocktails for your next event or function,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/mocktail5.png?fit=829%2C902&ssl=1,"[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/mocktails.co""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/mocktails.co""}]",[1395],"[""Event Planning""]","[2088, 1396, 1368, 2089]",2024-06-16T23:29:56,2024-06-16T23:29:58,
7168,Organic Instinct,https://ummahdirectory.com.au/victoria/organic-instinct/,organic-instinct,Ummah Partner,Health and wellness store in Coolaroo run by qualified nutritionist,"36 Zakwell Ct, Coolaroo VIC 3048",info@organicinstinct.net.au,(03) 7302 1627,"At Organic Instinct, our aim is to ensure that we provide alternatives to all your basic health needs, without the chemical overload.
Our Organic Instinct journey began when we became parents for the first time. There was an overwhelming sense of responsibility to give our little person the best start in life. We began looking more closely at the products we had in our own home and the source of the foods we ate. One product and one food at a time, we changed or substituted them over to the low tox and organically grown varieties. We educated ourselves about ingredient lists, chemical lists, food additives, the benefits of supplements, aromatherapy and general health and wellness.
Shop for
more online
36 Zakwell Ct, Coolaroo VIC 3048
info@organicinstinct.net.au
(03) 7302 1627",Coolaroo VIC 3048 Health and wellness store in the heart of Coolaroo run by Derya Kucukali,Coolaroo VIC 3048 Health and wellness store in the heart of Coolaroo run by Derya Kucukali,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/organ7.png?fit=830%2C650&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.organicinstinct.net.au""}, {""label"": ""more online"", ""url"": ""http://www.organicinstinct.net.au""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/OrganiKare/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/organicinstinct""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/OrganiKare/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/organicinstinct""}]","[1569, 2065, 1873]","[""Beauty"", ""Nutrition"", ""Victoria""]","[1491, 1899, 2063, 1368, 2060, 1901, 1900]",2024-06-16T23:16:46,2024-06-16T23:21:05,
7159,Sairah Jewellery,https://ummahdirectory.com.au/victoria/sairah-jewellery/,sairah-jewellery,,"Small business specialising in jewellery, necklaces, rings, bracelets and earrings",Tarneit VIC 3029,,0423 176 946,"I run a business that specializes in selling a variety of exquisite jewelry, including necklaces, rings, bracelets, and earrings.
Products/Services:
1) Necklaces:
Classic Necklaces: Timeless pieces that add a touch of elegance to any outfit. Perfect for both everyday wear and special occasions.
Statement Necklaces: Bold and beautiful designs that make a striking impression, ideal for adding flair to your wardrobe.
Pendant Necklaces: Featuring a variety of pendants, from simple and chic to intricate and detailed, these necklaces are perfect for personalization.
2) Rings:
Fashion Rings: Trendy and stylish rings that add a pop of personality and style to any look.
3) Bracelets:
Bangle Bracelets: Sleek and stylish bangles that can be worn alone or stacked for a more dramatic effect.
Charm Bracelets: Personalize your bracelet with a variety of charms that represent your unique style and story.
Cuff Bracelets: Bold and eye-catching designs that make a statement and add a touch of elegance to any outfit.
4) Earrings:
Stud Earrings: Simple and elegant studs that are perfect for everyday wear.
Hoop Earrings: Classic and versatile hoops available in various sizes and styles.
Dangle Earrings: Beautiful and intricate designs that add movement and sparkle to your look.
Tarneit VIC 3029
0423 176 946","Tarneit VIC 3029 Small business specialising in jewellery, necklaces, rings, bracelets and earrings","Tarneit VIC 3029 Small business specialising in jewellery, necklaces, rings, bracelets and earrings",https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/sai6.png?fit=843%2C840&ssl=1,"[{""label"": ""Instagram"", ""url"": ""https://www.instagram.com/sairahjewellery/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""https://www.instagram.com/sairahjewellery/""}]","[1569, 1629, 1873]","[""Beauty"", ""Jewellery"", ""Victoria""]","[2009, 1368, 2005, 2011, 1537]",2024-06-16T22:44:59,2024-06-16T22:45:01,
7144,Sufi Trek,https://ummahdirectory.com.au/event-planning/sufi-trek/,sufi-trek,,Camel and horse trekking only 25 mins away from Brisbane CBD,Burbank QLD 4156,info@sufitrek.com.au,0456 786 039,"Camel and horse rides, treks, camps, events, lessons, therapy.
Products/Services: Sufi Trek offers personalised experiences with camels and horses. Feel far away from home, right here in Brisbane as you ride or trek with our majestic animals.
Burbank QLD 4156
E-Mail
0456 786 039",Burbank QLD 4156 Camel and horse trekking only 25 mins away from Brisbane CBD,Burbank QLD 4156 Camel and horse trekking only 25 mins away from Brisbane CBD,https://ummahdirectory.com.au/wp-content/uploads/2024/06/st3-1024x576.jpeg,"[{""label"": ""Website"", ""url"": ""http://sufitrek.com.au""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/SufiTrek""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sufitrek/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/SufiTrek""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/sufitrek/""}]","[1395, 2087]","[""Event Planning"", ""Leisure""]","[1505, 1501, 1396, 1420, 1368]",2024-06-16T22:31:53,2024-06-22T14:17:03,
7139,Melbourne City College Australia,https://ummahdirectory.com.au/education/melbourne-city-college-australia/,melbourne-city-college-australia,,Vocational centre offering a variety of certificates and diplomas in the CBD,"Level 9/120 Spencer St, Melbourne VIC 3000",webmaster@melbournecitycollege.edu.au,(03) 8592 6425,"Melbourne City College Australia stands to serve as an oasis to both local and international students alike to bridge the gap between their dream and reality.
From decked-up stellar courses that will help students leap into the top tiers of their careers to English courses that will instil confidence in them to face the world and their competitive workspace, Melbourne City College Australia has it all.
Situated in the prime location of Melbourne in Spencer’s Street, Melbourne City College Australia, brings together both local and international students alike and aids them in making their career goals a reality.
Let it be using these courses as a stepping stone to future studies or restarting their life with these courses or adding them up to boost their standings, there are numerous reasons why students rush into Melbourne City College Australia.
We have brilliant staff to help them pursue what they truly want and have every facility they need to back them up and prepare them for the future that awaits them.
Our courses range from all the in-demand job sectors like aged care, child care, and commercial cookery to all kinds of management and English courses.
Let Melbourne City College Australia be the catalyst in your career path
Level 9/120 Spencer St, Melbourne VIC 3000
E-Mail
(03) 8592 6425",Melbourne VIC 3000 Vocational centre offering a variety of certificates and diplomas in the CBD,Melbourne VIC 3000 Vocational centre offering a variety of certificates and diplomas in the CBD,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/06/melbcity.jpg?fit=770%2C470&ssl=1,"[{""label"": ""Website"", ""url"": ""https://www.melbournecitycollege.edu.au/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/melbournecitycollegeau/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/melbournecitycollegeau/""}]","[1492, 1577]","[""Education"", ""Training""]","[1493, 1368, 1495, 1494]",2024-06-16T22:12:33,2024-07-15T21:48:50,
